"Good, The Bad and The Ugly, The (1966)",3.494949494949496,4.2213001383125865,0.7263506433630904
"Kentucky Fried Movie, The (1977)",2.878787878787879,3.555147058823529,0.6763591800356501
Dumb & Dumber (1994),2.697986577181208,3.336594911937378,0.63860833475617
"Longest Day, The (1962)",3.4117647058823533,4.031446540880503,0.6196818349981497
"Cable Guy, The (1996)",2.25,2.8637873754152823,0.6137873754152823
Evil Dead II (Dead By Dawn) (1987),3.2972972972972974,3.9092827004219415,0.6119854031246441
"Hidden, The (1987)",3.1379310344827585,3.7450980392156863,0.6071670047329278
Rocky III (1982),2.3617021276595747,2.9435028248587565,0.5818006971991818
Caddyshack (1980),3.396135265700482,3.9697368421052635,0.5736015764047813
For a Few Dollars More (1965),3.4090909090909087,3.953795379537954,0.5447044704470452
Porky's (1981),2.296875,2.8363636363636364,0.5394886363636364
Animal House (1978),3.62890625,4.167192429022082,0.5382861790220819
"Exorcist, The (1973)",3.5376344086021505,4.067238912732475,0.5296045041303246
Fright Night (1985),2.9736842105263164,3.5,0.5263157894736836
Barb Wire (1996),1.5853658536585369,2.1003861003861,0.5150202467275633
Rocky II (1979),2.7413793103448274,3.242894056847545,0.5015147465027177
Beavis and Butt-head Do America (1996),2.6373626373626373,3.1354166666666665,0.4980540293040292
Big Trouble in Little China (1986),2.9879518072289155,3.4850299401197606,0.4970781328908451
From Dusk Till Dawn (1996),2.7357142857142858,3.232558139534884,0.49684385382059837
"Wild Bunch, The (1969)",3.636363636363636,4.128099173553719,0.4917355371900829
Akira (1988),3.511111111111111,3.98034398034398,0.4692328692328691
"Me, Myself and Irene (2000)",2.6293103448275863,3.096846846846846,0.4675365020192599
Kingpin (1996),3.0923076923076924,3.55748031496063,0.4651726226529376
Where Eagles Dare (1969),3.3846153846153846,3.8333333333333335,0.4487179487179489
Reservoir Dogs (1992),3.7692307692307687,4.213872832369942,0.4446420631391734
Raging Bull (1980),3.8319327731092434,4.263440860215054,0.43150808710581057
Godzilla (Gojira) (1954),2.948717948717949,3.3740458015267176,0.4253278528087687
"South Park: Bigger, Longer and Uncut (1999)",3.4224806201550386,3.846686449060337,0.42420582890529834
Eyes Wide Shut (1999),2.8912133891213387,3.305949008498584,0.41473561937724535
Tommy Boy (1995),3.1707317073170733,3.5853658536585367,0.41463414634146334
Rounders (1998),3.2666666666666666,3.680701754385965,0.4140350877192982
Airplane! (1980),3.656565656565657,4.0644194756554315,0.40785381908977447
Predator (1987),3.2994011976047903,3.706194690265487,0.40679349266069664
Unforgiven (1992),3.748427672955975,4.155131264916467,0.40670359196049244
Carlito's Way (1993),3.3404255319148937,3.7422360248447206,0.40181049292982696
Patton (1970),3.9255319148936163,4.3248638838475495,0.3993319689539332
"Godfather: Part II, The (1974)",4.04093567251462,4.437777777777779,0.39684210526315855
"Clockwork Orange, A (1971)",3.7570093457943927,4.145812807881773,0.3888034620873806
Glengarry Glen Ross (1992),3.5839999999999996,3.968609865470852,0.3846098654708525
Aliens (1986),3.8020833333333335,4.18668407310705,0.38460073977371634
Fletch (1985),3.284482758620689,3.668737060041408,0.3842543014207189
"Fistful of Dollars, A (1964)",3.644444444444445,4.027253668763103,0.3828092243186578
Starship Troopers (1997),2.8027210884353737,3.1811023622047245,0.3783812737693508
Last Man Standing (1996),2.555555555555556,2.9327731092436973,0.37721755368814147
"Princess Mononoke, The (Mononoke Hime) (1997)",3.84375,4.217081850533808,0.37333185053380813
Deconstructing Harry (1997),3.138888888888889,3.5094339622641515,0.37054507337526266
High Noon (1952),3.873015873015873,4.235294117647058,0.36227824463118496
Ronin (1998),3.2190476190476187,3.5734664764621966,0.3544188574145779
Topsy-Turvy (1999),3.463917525773196,3.816425120772947,0.35250759499975093
Christmas Vacation (1989),3.3162393162393164,3.6683417085427137,0.35210239230339724
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",2.802469135802469,3.1542857142857144,0.3518165784832452
"Devil's Own, The (1997)",2.5740740740740744,2.9230769230769242,0.34900284900284984
Thunderball (1965),3.4,3.748587570621469,0.34858757062146895
"Naked Gun: From the Files of Police Squad!, The (1988)",3.3951612903225805,3.742957746478873,0.3477964561562925
Payback (1999),3.2075471698113214,3.5532233883058466,0.34567621849452523
Conan the Barbarian (1982),3.125,3.4695121951219514,0.3445121951219514
Touch of Evil (1958),3.944954128440367,4.288888888888889,0.3439347604485219
In the Company of Men (1997),3.52,3.8620689655172415,0.34206896551724153
"Lock, Stock & Two Smoking Barrels (1998)",3.628787878787879,3.969574036511156,0.34078615772327714
Desperado (1995),3.1724137931034484,3.512141280353201,0.33972748724975244
Apocalypse Now (1979),3.955307262569832,4.294884653961885,0.33957739139205323
Fear and Loathing in Las Vegas (1998),3.0793650793650795,3.4170212765957446,0.3376561972306651
