"Close Shave, A (1995)",4.6444444444444475
"Wrong Trousers, The (1993)",4.588235294117646
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.572649572649572
Wallace & Gromit: The Best of Aardman Animation (1996),4.563106796116505
Schindler's List (1993),4.56260162601626
"Shawshank Redemption, The (1994)",4.539074960127592
"Grand Day Out, A (1992)",4.537878787878788
To Kill a Mockingbird (1962),4.536666666666667
Creature Comforts (1990),4.513888888888889
"Usual Suspects, The (1995)",4.513317191283293
It Happened One Night (1934),4.5
Rear Window (1954),4.484536082474226
Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4.481132075471698
"Sixth Sense, The (1999)",4.477409638554216
"Third Man, The (1949)",4.466019417475729
Some Like It Hot (1959),4.462745098039216
City Lights (1931),4.452054794520548
Notorious (1946),4.44871794871795
"Philadelphia Story, The (1940)",4.446808510638298
Life Is Beautiful (La Vita è bella) (1997),4.422343324250681
Strangers on a Train (1951),4.414814814814815
"Bicycle Thief, The (Ladri di biciclette) (1948)",4.407407407407407
Mr. Smith Goes to Washington (1939),4.4
"Thin Blue Line, The (1988)",4.396551724137931
"Killing Fields, The (1984)",4.378048780487805
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.376623376623376
Ran (1985),4.365079365079366
North by Northwest (1959),4.364457831325302
All About Eve (1950),4.3630573248407645
"Manchurian Candidate, The (1962)",4.3588235294117625
"Wizard of Oz, The (1939)",4.355029585798817
Roman Holiday (1953),4.353211009174312
Amadeus (1984),4.346733668341709
"Maltese Falcon, The (1941)",4.3446808510638295
"Princess Bride, The (1987)",4.3427672955974845
My Fair Lady (1964),4.336666666666667
Singin' in the Rain (1952),4.333333333333333
All About My Mother (Todo Sobre Mi Madre) (1999),4.333333333333333
Raiders of the Lost Ark (1981),4.3321678321678325
Citizen Kane (1941),4.332142857142856
Some Folks Call It a Sling Blade (1993),4.329411764705882
And Now for Something Completely Different (1971),4.325581395348837
Run Lola Run (Lola rennt) (1998),4.324626865671642
"African Queen, The (1951)",4.324232081911264
Cinema Paradiso (1988),4.317535545023697
M (1931),4.316666666666666
"Godfather, The (1972)",4.314699792960663
Charade (1963),4.31404958677686
His Girl Friday (1940),4.3125
Rebecca (1940),4.312138728323698
One Flew Over the Cuckoo's Nest (1975),4.3108108108108105
It's a Wonderful Life (1946),4.31
"Bridge on the River Kwai, The (1957)",4.304964539007091
Star Wars: Episode IV - A New Hope (1977),4.302936630602781
Casablanca (1942),4.300990099009901
Young Frankenstein (1974),4.289962825278811
Double Indemnity (1944),4.282051282051282
"Christmas Story, A (1983)",4.278592375366569
Laura (1944),4.27777777777778
Vertigo (1958),4.27777777777778
"Big Sleep, The (1946)",4.272
"Silence of the Lambs, The (1991)",4.271954674220964
Gone with the Wind (1939),4.26984126984127
Hoop Dreams (1994),4.265432098765432
Arsenic and Old Lace (1944),4.265217391304348
Raise the Red Lantern (1991),4.2631578947368425
Hard-Boiled (Lashou shentan) (1992),4.25925925925926
When Harry Met Sally... (1989),4.257028112449799
Chinatown (1974),4.254901960784314
"Streetcar Named Desire, A (1951)",4.254777070063694
Henry V (1989),4.252427184466018
Top Hat (1935),4.245762711864407
Sling Blade (1996),4.245033112582782
Three Colors: Red (1994),4.2434782608695665
Lawrence of Arabia (1962),4.2405063291139244
American Beauty (1999),4.238900634249472
Monty Python and the Holy Grail (1974),4.235795454545454
"Sound of Music, The (1965)",4.233676975945017
Sense and Sensibility (1995),4.233333333333333
"Graduate, The (1967)",4.229333333333333
West Side Story (1961),4.228373702422147
Waiting for Guffman (1996),4.227941176470588
Modern Times (1936),4.227272727272728
Much Ado About Nothing (1993),4.224334600760456
Almost Famous (2000),4.2202166064981945
Fargo (1996),4.21765601217656
Bringing Up Baby (1938),4.209876543209877
"Sting, The (1973)",4.208661417322834
Toy Story 2 (1999),4.208237986270023
When We Were Kings (1996),4.204081632653061
My Life as a Dog (Mitt liv som hund) (1985),4.203703703703703
To Catch a Thief (1955),4.203592814371257
Farewell My Concubine (1993),4.2020202020202015
Mary Poppins (1964),4.19774011299435
Elizabeth (1998),4.197101449275363
"Producers, The (1968)",4.193548387096774
Harold and Maude (1971),4.1923076923076925
On the Waterfront (1954),4.190476190476192
Toy Story (1995),4.187817258883249
"Conversation, The (1974)",4.1875
Dial M for Murder (1954),4.1875
"Room with a View, A (1986)",4.187250996015936
"Apartment, The (1960)",4.185483870967742
12 Angry Men (1957),4.1843971631205665
American History X (1998),4.181818181818182
Local Hero (1983),4.181818181818182
Shakespeare in Love (1998),4.181704260651629
Midnight Cowboy (1969),4.181208053691275
Glory (1989),4.179372197309418
In the Heat of the Night (1967),4.177777777777779
"Man Who Would Be King, The (1975)",4.176470588235294
Butch Cassidy and the Sundance Kid (1969),4.175862068965517
Good Will Hunting (1997),4.17467248908297
Strictly Ballroom (1992),4.1743421052631575
Three Days of the Condor (1975),4.173913043478262
"Adventures of Robin Hood, The (1938)",4.166666666666667
Diva (1981),4.1647058823529415
"Great Escape, The (1963)",4.163043478260869
Harvey (1950),4.1610169491525415
"Right Stuff, The (1983)",4.160714285714286
Being John Malkovich (1999),4.1599297012302285
"Green Mile, The (1999)",4.1597222222222205
"Color Purple, The (1985)",4.15819209039548
Gandhi (1982),4.155555555555557
"King and I, The (1956)",4.148387096774194
Inherit the Wind (1960),4.1466666666666665
Stand by Me (1986),4.146341463414634
Big Night (1996),4.141843971631205
Blood Simple (1984),4.140350877192983
Sabrina (1954),4.1398963730569935
Dead Poets Society (1989),4.133891213389122
"Boat, The (Das Boot) (1981)",4.133333333333334
Say Anything... (1989),4.129449838187703
Ordinary People (1980),4.128491620111732
"Matrix, The (1999)",4.128404669260701
"Postino, Il (The Postman) (1994)",4.125628140703518
"Thin Man, The (1934)",4.125
Lone Star (1996),4.1234567901234565
Taxi Driver (1976),4.1195219123505975
Psycho (1960),4.117056856187292
Witness (1985),4.115853658536587
Saving Private Ryan (1998),4.114782608695652
"Full Monty, The (1997)",4.113456464379946
From Here to Eternity (1953),4.110091743119266
Boys Don't Cry (1999),4.109154929577465
Metropolis (1926),4.107692307692306
Star Wars: Episode V - The Empire Strikes Back (1980),4.106481481481482
L.A. Confidential (1997),4.106007067137809
Stalag 17 (1953),4.104477611940299
Ferris Bueller's Day Off (1986),4.10443864229765
Rain Man (1988),4.101648351648351
My Left Foot (1989),4.101351351351353
"Fugitive, The (1993)",4.100456621004566
Breaker Morant (1980),4.096774193548387
Indiana Jones and the Last Crusade (1989),4.096096096096096
Eat Drink Man Woman (1994),4.095890410958904
Doctor Zhivago (1965),4.094972067039106
"Elephant Man, The (1980)",4.094017094017094
Remember the Titans (2000),4.093457943925234
M*A*S*H (1970),4.093023255813954
Sophie's Choice (1982),4.091603053435114
E.T. the Extra-Terrestrial (1982),4.0898502495840265
"Grapes of Wrath, The (1940)",4.088888888888889
Holiday Inn (1942),4.088495575221239
Gladiator (2000),4.088311688311689
This Is Spinal Tap (1984),4.088
Shall We Dance? (Shall We Dansu?) (1996),4.087248322147651
Blade Runner (1982),4.086538461538462
October Sky (1999),4.0813953488372094
Mister Roberts (1955),4.079545454545454
Like Water for Chocolate (Como agua para chocolate) (1992),4.078947368421051
Roger & Me (1989),4.0777777777777775
"Sweet Hereafter, The (1997)",4.076923076923077
Cool Hand Luke (1967),4.073863636363637
"City of Lost Children, The (1995)",4.073529411764706
GoodFellas (1990),4.0724233983286915
"Last Emperor, The (1987)",4.072368421052632
Pulp Fiction (1994),4.071955719557195
Delicatessen (1991),4.067415730337078
"Hustler, The (1961)",4.066666666666666
Breaking Away (1979),4.066176470588236
Bonnie and Clyde (1967),4.064327485380117
Willy Wonka and the Chocolate Factory (1971),4.063953488372095
All That Jazz (1979),4.0618556701030935
"Guns of Navarone, The (1961)",4.061224489795919
Emma (1996),4.061151079136692
Driving Miss Daisy (1989),4.059633027522936
Watership Down (1978),4.057142857142857
Brazil (1985),4.05625
Best in Show (2000),4.05607476635514
Beauty and the Beast (1991),4.0549450549450565
Apollo 13 (1995),4.0548780487804885
Dangerous Liaisons (1988),4.054607508532423
Guys and Dolls (1955),4.0517241379310365
"Straight Story, The (1999)",4.051470588235294
Cat on a Hot Tin Roof (1958),4.046296296296297
Take the Money and Run (1969),4.045454545454546
Forrest Gump (1994),4.045031055900621
"Treasure of the Sierra Madre, The (1948)",4.044943820224719
Breakfast at Tiffany's (1961),4.044728434504792
Hud (1963),4.044117647058823
Five Easy Pieces (1970),4.043956043956044
Wonder Boys (2000),4.0437956204379555
Dead Again (1991),4.042857142857144
"Godfather: Part II, The (1974)",4.04093567251462
"Joy Luck Club, The (1993)",4.040816326530612
Fried Green Tomatoes (1991),4.038793103448277
Rosencrantz and Guildenstern Are Dead (1990),4.037037037037037
Sleeper (1973),4.0347222222222205
Who's Afraid of Virginia Woolf? (1966),4.02970297029703
Dead Man Walking (1995),4.0296052631578965
American Movie (1999),4.028985507246377
Ghost in the Shell (Kokaku kidotai) (1995),4.0285714285714285
Cabaret (1972),4.0256410256410255
"Spanish Prisoner, The (1997)",4.023076923076924
"Untouchables, The (1987)",4.021164021164021
Fight Club (1999),4.020979020979021
"Shining, The (1980)",4.02092050209205
Midnight Express (1978),4.017857142857143
Duck Soup (1933),4.016528925619835
Braveheart (1995),4.016483516483516
Secrets & Lies (1996),4.0146341463414625
Moonstruck (1987),4.011428571428572
Erin Brockovich (2000),4.007125890736342
Seven (Se7en) (1995),4.0
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.0
Auntie Mame (1958),4.0
"Red Violin, The (Le Violon rouge) (1998)",3.994475138121547
Annie Hall (1977),3.992327365728902
Little Big Man (1970),3.991869918699187
"Insider, The (1999)",3.99170124481328
"Big Chill, The (1983)",3.99170124481328
Lady and the Tramp (1955),3.9905956112852654
"Hurricane, The (1999)",3.990384615384616
White Christmas (1954),3.9901960784313726
Serpico (1973),3.98936170212766
"Adventures of Priscilla, Queen of the Desert, The (1994)",3.989071038251366
"Cider House Rules, The (1999)",3.9863013698630136
Kramer Vs. Kramer (1979),3.9841269841269837
"Gold Rush, The (1925)",3.983870967741936
Key Largo (1948),3.983333333333333
Searching for Bobby Fischer (1993),3.983240223463688
Romeo and Juliet (1968),3.98051948051948
Election (1999),3.98034398034398
"Breakfast Club, The (1985)",3.9785714285714286
"Hard Day's Night, A (1964)",3.978260869565217
Ben-Hur (1959),3.9765625
"Little Mermaid, The (1989)",3.9759358288770055
"Remains of the Day, The (1993)",3.975609756097561
Grease (1978),3.975265017667844
"Professional, The (a.k.a. Leon: The Professional) (1994)",3.973684210526317
Crimes and Misdemeanors (1989),3.973684210526317
Charlotte's Web (1973),3.972972972972973
Frankenstein (1931),3.9726027397260273
Monty Python's Life of Brian (1979),3.9722222222222223
"Muppet Movie, The (1979)",3.9704433497536944
"Deer Hunter, The (1978)",3.97
Cinderella (1950),3.96875
Network (1976),3.968152866242038
"Odd Couple, The (1968)",3.9670329670329667
"39 Steps, The (1935)",3.9655172413793123
Waking Ned Devine (1998),3.963963963963964
Hamlet (1996),3.962962962962963
Short Cuts (1993),3.9615384615384617
Red Rock West (1992),3.96
Drugstore Cowboy (1989),3.96
Miracle on 34th Street (1947),3.959016393442623
Trainspotting (1996),3.958974358974359
All Quiet on the Western Front (1930),3.9574468085106393
Primal Fear (1996),3.9568965517241375
Big (1988),3.9557291666666665
Apocalypse Now (1979),3.955307262569832
Babe (1995),3.953367875647668
Year of Living Dangerously (1982),3.9512195121951215
Philadelphia (1993),3.950310559006211
Requiem for a Dream (2000),3.95
Sleepless in Seattle (1993),3.949333333333333
Cyrano de Bergerac (1990),3.948905109489051
"Player, The (1992)",3.9486166007905137
Jaws (1975),3.946875
Guess Who's Coming to Dinner (1967),3.946428571428572
Touch of Evil (1958),3.944954128440367
Body Heat (1981),3.9439252336448596
"Dirty Dozen, The (1967)",3.943661971830986
No Way Out (1987),3.9428571428571435
"Lion King, The (1994)",3.9413580246913575
American Graffiti (1973),3.940476190476192
Shadowlands (1993),3.9385964912280698
Cape Fear (1962),3.9381443298969065
Rebel Without a Cause (1955),3.9380530973451333
Sleeping Beauty (1959),3.9375
Being There (1979),3.9370078740157477
Crumb (1994),3.936936936936937
Women on the Verge of a Nervous Breakdown (1988),3.9343065693430654
Back to the Future (1985),3.932707355242567
Manhattan (1979),3.932642487046632
Mulan (1998),3.9320987654320985
"American in Paris, An (1951)",3.931972789115647
Platoon (1986),3.9315789473684215
Smoke Signals (1998),3.9280575539568345
Midnight Run (1988),3.927927927927928
"Bug's Life, A (1998)",3.927505330490405
Patton (1970),3.9255319148936163
Labyrinth (1986),3.925170068027212
Sixteen Candles (1984),3.923809523809524
"French Connection, The (1971)",3.9236641221374047
"American President, The (1995)",3.9234828496042216
Dances with Wolves (1990),3.9226519337016574
"Day the Earth Stood Still, The (1951)",3.9213483146067416
Robin Hood (1973),3.9213483146067416
Malcolm X (1992),3.9210526315789473
Raising Arizona (1987),3.9209809264305178
Die Hard (1988),3.9185667752443
Thelma & Louise (1991),3.916267942583732
Heathers (1989),3.914414414414415
Ladyhawke (1985),3.9117647058823533
"Secret Garden, The (1993)",3.911242603550297
Tarzan (1999),3.9090909090909087
Tender Mercies (1983),3.905405405405405
Of Mice and Men (1992),3.9047619047619047
Close Encounters of the Third Kind (1977),3.903654485049834
Heavenly Creatures (1994),3.9034090909090913
As Good As It Gets (1997),3.902654867256637
Steel Magnolias (1989),3.9017341040462434
Galaxy Quest (1999),3.9015544041450783
Breaking the Waves (1996),3.9
Ever After: A Cinderella Story (1998),3.9
"Terminator, The (1984)",3.899728997289973
Fantasia 2000 (1999),3.8992248062015498
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",3.8984375
"Outlaw Josey Wales, The (1976)",3.896551724137931
"Truman Show, The (1998)",3.895522388059701
"Iron Giant, The (1999)",3.8947368421052633
"Secret of Roan Inish, The (1994)",3.8947368421052633
Out of Africa (1985),3.8940677966101696
Help! (1965),3.8928571428571432
In the Name of the Father (1993),3.892156862745098
"Few Good Men, A (1992)",3.8913857677902617
Go (1999),3.891304347826087
Shallow Grave (1994),3.8904109589041096
Fantasia (1940),3.890070921985816
Stand and Deliver (1987),3.89
Alien (1979),3.888252148997135
Children of a Lesser God (1986),3.888
South Pacific (1958),3.88785046728972
Dave (1993),3.88673139158576
Bull Durham (1988),3.886363636363636
Do the Right Thing (1989),3.8857142857142857
Chicken Run (2000),3.885558583106267
"War of the Worlds, The (1953)",3.885245901639344
"Return of the Pink Panther, The (1974)",3.8846153846153846
"Great Muppet Caper, The (1981)",3.8828828828828814
Miller's Crossing (1990),3.880597014925373
Awakenings (1990),3.88
What's Eating Gilbert Grape (1993),3.879668049792531
"Piano, The (1993)",3.8786610878661087
"Hunt for Red October, The (1990)",3.8782051282051277
Dog Day Afternoon (1975),3.877551020408163
Snow White and the Seven Dwarfs (1937),3.876494023904383
Gods and Monsters (1998),3.8757062146892656
Marathon Man (1976),3.875
On Golden Pond (1981),3.8739495798319328
High Noon (1952),3.873015873015873
Little Women (1994),3.8705882352941177
High Fidelity (2000),3.8700265251989374
"Crying Game, The (1992)",3.8690176322418135
"League of Their Own, A (1992)",3.865497076023392
Star Wars: Episode VI - Return of the Jedi (1983),3.8652373660030626
Nikita (La Femme Nikita) (1990),3.864864864864865
Zero Effect (1998),3.864406779661017
Atlantic City (1980),3.863013698630137
Forbidden Planet (1956),3.8627450980392166
Lethal Weapon (1987),3.860681114551084
"Game, The (1997)",3.85945945945946
Welcome to the Dollhouse (1995),3.8588235294117648
"Muppet Christmas Carol, The (1992)",3.8588235294117648
Parenthood (1989),3.8587786259541983
"Fish Called Wanda, A (1988)",3.858024691358025
Aladdin (1992),3.8571428571428568
"Patriot, The (2000)",3.8571428571428568
"Bronx Tale, A (1993)",3.8545454545454563
Romancing the Stone (1984),3.854227405247813
Klute (1971),3.8539325842696632
Star Trek: First Contact (1996),3.849056603773585
Papillon (1973),3.849056603773585
"Commitments, The (1991)",3.8488372093023258
Blazing Saddles (1974),3.848101265822785
Pretty Woman (1990),3.8469135802469134
Shine (1996),3.845771144278607
Twelve Monkeys (1995),3.8453237410071934
Diner (1982),3.845
"Dark Crystal, The (1982)",3.844444444444445
"Outsiders, The (1983)",3.8441558441558437
"Princess Mononoke, The (Mononoke Hime) (1997)",3.84375
Chariots of Fire (1981),3.843373493975904
Immortal Beloved (1994),3.8415841584158414
Kelly's Heroes (1970),3.838709677419355
"Rock, The (1996)",3.8346153846153848
Four Weddings and a Funeral (1994),3.834381551362684
Ghostbusters (1984),3.833962264150944
"Name of the Rose, The (1986)",3.8333333333333335
Field of Dreams (1989),3.832432432432432
Raging Bull (1980),3.8319327731092434
"Jungle Book, The (1967)",3.8310502283105023
My Cousin Vinny (1992),3.831034482758621
Hoosiers (1986),3.830188679245283
Howards End (1992),3.8297872340425534
"NeverEnding Story, The (1984)",3.8288770053475942
"Age of Innocence, The (1993)",3.8270676691729317
Clueless (1995),3.8270042194092833
"Verdict, The (1982)",3.8260869565217392
2001: A Space Odyssey (1968),3.825581395348837
Terms of Endearment (1983),3.824175824175824
Sliding Doors (1998),3.823809523809524
Full Metal Jacket (1987),3.82183908045977
Invasion of the Body Snatchers (1956),3.8203125
Better Off Dead... (1985),3.8190476190476192
"Last Picture Show, The (1971)",3.8181818181818175
Men in Black (1997),3.817843866171004
"Ideal Husband, An (1999)",3.8128342245989306
"Good Morning, Vietnam (1987)",3.8125
My Favorite Year (1982),3.810810810810811
"Goodbye Girl, The (1977)",3.810344827586207
Bananas (1971),3.808823529411765
Six Degrees of Separation (1993),3.8070175438596485
"Parent Trap, The (1961)",3.8055555555555554
Dead Calm (1989),3.804347826086957
Grosse Pointe Blank (1997),3.8038585209003215
Aliens (1986),3.8020833333333335
From Russia with Love (1963),3.801980198019802
Anastasia (1997),3.8
Misery (1990),3.8
"Last of the Mohicans, The (1992)",3.795555555555557
101 Dalmatians (1961),3.79144385026738
Dirty Dancing (1987),3.7903780068728516
Bambi (1942),3.7886597938144333
Peter Pan (1953),3.787878787878788
Dogma (1999),3.787330316742081
"Grifters, The (1990)",3.7857142857142856
Terminator 2: Judgment Day (1991),3.7850877192982457
"Secret of NIMH, The (1982)",3.783132530120482
Frequency (2000),3.7810945273631833
Pi (1998),3.7809523809523813
Nineteen Eighty-Four (1984),3.7777777777777777
Dr. No (1962),3.776595744680851
"Prince of Egypt, The (1998)",3.7755102040816326
Victor/Victoria (1982),3.775147928994083
Vacation (1983),3.7714285714285714
Return to Me (2000),3.77
Reservoir Dogs (1992),3.7692307692307687
Magnolia (1999),3.7687074829931975
Highlander (1986),3.7672413793103448
Somewhere in Time (1980),3.766129032258065
Titanic (1997),3.764227642276424
Boogie Nights (1997),3.763837638376384
Broadcast News (1987),3.7633587786259537
"Thomas Crown Affair, The (1999)",3.7632653061224484
"Muppets Take Manhattan, The (1984)",3.7623762376237617
"Contender, The (2000)",3.761904761904762
Goldfinger (1964),3.760869565217391
Jerry Maguire (1996),3.758314855875832
Flight of the Navigator (1986),3.7578947368421054
Gattaca (1997),3.757847533632287
Notting Hill (1999),3.7572815533980575
Rushmore (1998),3.7571428571428567
"Clockwork Orange, A (1971)",3.7570093457943927
Three Kings (1999),3.756476683937824
Bob Roberts (1992),3.7547169811320753
Nashville (1975),3.7534246575342483
Tombstone (1993),3.752941176470588
In the Line of Fire (1993),3.751412429378531
Flirting With Disaster (1996),3.75
L.A. Story (1991),3.75
Unforgiven (1992),3.748427672955975
Star Trek: The Wrath of Khan (1982),3.7477064220183487
"Opposite of Sex, The (1998)",3.747368421052632
Mr. Holland's Opus (1995),3.747191011235955
Clerks (1994),3.746875
Rosemary's Baby (1968),3.7463414634146335
"Madness of King George, The (1994)",3.746153846153846
"Paper Chase, The (1973)",3.7460317460317465
"Birds, The (1963)",3.7460317460317465
Radio Days (1987),3.743589743589743
Spartacus (1960),3.7428571428571433
Star Trek IV: The Voyage Home (1986),3.740540540540541
Swingers (1996),3.738636363636364
Happiness (1998),3.736842105263158
Groundhog Day (1993),3.735562310030395
Trading Places (1983),3.733333333333333
"Sword in the Stone, The (1963)",3.732558139534884
