"$1,000,000 Duck (1971)",3.027027027027027
'Night Mother (1986),3.3714285714285714
'Til There Was You (1997),2.6923076923076925
"'burbs, The (1989)",2.910891089108911
...And Justice for All (1979),3.71356783919598
1-900 (1994),2.5
10 Things I Hate About You (1999),3.422857142857143
101 Dalmatians (1961),3.5964601769911506
101 Dalmatians (1996),3.0467032967032965
12 Angry Men (1957),4.295454545454546
"13th Warrior, The (1999)",3.1586666666666665
187 (1997),2.7454545454545456
2 Days in the Valley (1996),3.2832167832167833
20 Dates (1998),2.856115107913669
"20,000 Leagues Under the Sea (1954)",3.7026086956521738
200 Cigarettes (1999),2.883977900552486
2001: A Space Odyssey (1968),4.068764568764569
2010 (1984),3.4170212765957446
24 7: Twenty Four Seven (1997),4.0
24-hour Woman (1998),1.7777777777777777
28 Days (2000),3.0653465346534654
3 Ninjas: High Noon On Mega Mountain (1998),1.3617021276595744
3 Strikes (2000),2.75
"301, 302 (1995)",2.888888888888889
"39 Steps, The (1935)",4.075098814229249
"400 Blows, The (Les Quatre cents coups) (1959)",4.320855614973262
42 Up (1998),4.2272727272727275
52 Pick-Up (1986),3.3
54 (1998),2.7644787644787643
"7th Voyage of Sinbad, The (1958)",3.616279069767442
8 1/2 (1963),4.105263157894737
8 1/2 Women (1999),2.4693877551020407
8 Heads in a Duffel Bag (1997),2.317241379310345
8 Seconds (1994),3.3194444444444446
8MM (1999),2.863970588235294
A Chef in Love (1996),3.5833333333333335
Abbott and Costello Meet Frankenstein (1948),3.441747572815534
"Abominable Snowman, The (1957)",2.6666666666666665
About Adam (2000),3.1
About Last Night... (1986),3.1564417177914113
Above the Rim (1994),3.020408163265306
"Absent Minded Professor, The (1961)",3.4526315789473685
Absolute Power (1997),3.357894736842105
"Abyss, The (1989)",3.6839650145772596
Ace Ventura: Pet Detective (1994),3.1488250652741514
Ace Ventura: When Nature Calls (1995),2.480719794344473
Aces: Iron Eagle III (1992),1.64
"Acid House, The (1998)",2.7142857142857144
Across the Sea of Time (1995),3.5
Action Jackson (1988),2.254054054054054
"Actor's Revenge, An (Yukinojo Henge) (1963)",3.2857142857142856
Addams Family Values (1993),2.9071274298056156
"Addams Family, The (1991)",3.169467787114846
Addicted to Love (1997),3.1
"Addiction, The (1995)",3.0
Adrenalin: Fear the Rush (1996),1.5454545454545454
Adventures in Babysitting (1987),3.2754158964879854
"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",3.3878887070376433
"Adventures of Elmo in Grouchland, The (1999)",2.242424242424242
"Adventures of Milo and Otis, The (1986)",3.3674698795180724
"Adventures of Pinocchio, The (1996)",2.9074074074074074
"Adventures of Priscilla, Queen of the Desert, The (1994)",3.8059701492537314
"Adventures of Robin Hood, The (1938)",3.9735449735449735
"Adventures of Rocky and Bullwinkle, The (2000)",2.495145631067961
"Adventures of Sebastian Cole, The (1998)",3.515151515151515
"Affair of Love, An (Une Liaison Pornographique) (1999)",3.6666666666666665
"Affair to Remember, An (1957)",3.9523809523809526
Affliction (1997),3.611111111111111
"African Queen, The (1951)",4.251655629139073
After Life (1998),4.088235294117647
Afterglow (1997),3.1097560975609757
Against All Odds (1984),3.2481203007518795
"Age of Innocence, The (1993)",3.559322033898305
Agnes Browne (1999),3.323529411764706
Agnes of God (1985),3.380434782608696
Aimée & Jaguar (1999),3.65
Aiqing wansui (1994),3.0
Air America (1990),2.7549019607843137
Air Bud (1997),2.4910714285714284
Air Bud: Golden Receiver (1998),2.1159420289855073
Air Force One (1997),3.5882899628252787
"Air Up There, The (1994)",2.6555555555555554
Airheads (1994),2.5306122448979593
Airplane II: The Sequel (1982),2.9802867383512543
Airplane! (1980),3.9711149624494513
Airport '77 (1977),2.3544303797468356
Airport (1970),3.1452513966480447
Airport 1975 (1974),2.630952380952381
Akira (1988),3.933628318584071
Aladdin (1992),3.788304959289415
Aladdin and the King of Thieves (1996),2.8947368421052633
"Alan Smithee Film: Burn Hollywood Burn, An (1997)",2.0
"Alarmist, The (1997)",2.625
Alaska (1996),3.395348837209302
Albino Alligator (1996),2.851063829787234
Algiers (1938),3.75
Alice and Martin (Alice et Martin) (1998),2.9285714285714284
Alice in Wonderland (1951),3.697142857142857
Alien (1979),4.159584980237154
Alien Escape (1995),2.55
Alien Nation (1988),3.2242063492063493
Alien: Resurrection (1997),2.958921694480103
Aliens (1986),4.125824175824176
Alien³ (1992),3.037837837837838
Alive (1993),3.401639344262295
All About Eve (1950),4.255583126550868
All About My Mother (Todo Sobre Mi Madre) (1999),4.086294416243655
All Dogs Go to Heaven (1989),2.869767441860465
All Dogs Go to Heaven 2 (1996),2.08
All Over Me (1997),3.6666666666666665
All Quiet on the Western Front (1930),4.1940298507462686
All That Jazz (1979),3.823343848580442
All Things Fair (1996),3.3333333333333335
All the King's Men (1949),4.033613445378151
All the Rage (a.k.a. It's the Rage) (1999),3.3333333333333335
All the Vermeers in New York (1990),3.037037037037037
Allan Quartermain and the Lost City of Gold (1987),2.051094890510949
"Alley Cats, The (1968)",4.0
Alligator (1980),2.235294117647059
"Allnighter, The (1987)",1.8571428571428572
Almost Famous (2000),4.22635814889336
Almost Heroes (1998),2.4833333333333334
Alphaville (1965),3.359375
Alvarez Kelly (1966),3.3214285714285716
Amadeus (1984),4.251808972503618
Amateur (1994),3.7872340425531914
"Amazing Panda Adventure, The (1995)",2.888888888888889
American Beauty (1999),4.3173862310385065
American Buffalo (1996),3.1666666666666665
American Dream (1990),3.7222222222222223
American Flyers (1985),3.329896907216495
American Gigolo (1980),3.169491525423729
American Graffiti (1973),4.026262626262627
American History X (1998),4.2265625
American Movie (1999),4.013559322033898
American Pie (1999),3.7098632109431247
American Pimp (1999),3.3114754098360657
American Pop (1981),3.0714285714285716
"American President, The (1995)",3.7938044530493706
American Psycho (2000),3.219047619047619
American Strays (1996),2.0
"American Tail, An (1986)",3.4282178217821784
"American Tail: Fievel Goes West, An (1991)",2.8308457711442787
"American Werewolf in London, An (1981)",3.7522768670309654
"American Werewolf in Paris, An (1997)",2.7547169811320753
"American in Paris, An (1951)",3.8513119533527695
Amistad (1997),3.717948717948718
Amityville 1992: It's About Time (1992),1.71875
Amityville 3-D (1983),1.372093023255814
"Amityville Curse, The (1990)",1.84
"Amityville Horror, The (1979)",2.9380281690140846
Amityville II: The Possession (1982),2.107142857142857
Amityville: A New Generation (1993),1.6521739130434783
Amityville: Dollhouse (1996),1.6818181818181819
Among Giants (1998),3.7777777777777777
Amos & Andrew (1993),2.765432098765432
An Unforgettable Summer (1994),3.0
Anaconda (1997),2.200501253132832
Analyze This (1999),3.3944805194805197
Anastasia (1997),3.5032894736842106
Anatomy (Anatomie) (2000),2.7
Anatomy of a Murder (1959),4.231155778894473
Anchors Aweigh (1945),3.6310679611650487
And God Created Woman (1988),2.375
And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),3.392857142857143
And Now for Something Completely Different (1971),4.137472283813747
And the Band Played On (1993),3.9298245614035086
And the Ship Sails On (E la nave va) (1984),3.25
Andre (1994),2.963636363636364
Angel Baby (1995),3.25
Angel Heart (1987),3.404017857142857
Angel and the Badman (1947),3.392156862745098
Angel on My Shoulder (1946),3.45
Angela (1995),4.0
Angela's Ashes (1999),3.4133333333333336
Angels and Insects (1995),3.402061855670103
Angels in the Outfield (1994),2.769230769230769
Angus (1995),3.3241379310344827
Animal House (1978),4.053024026512014
Anna (1996),4.0
Anna Karenina (1997),3.16
Anna and the King (1999),3.4144144144144146
Anne Frank Remembered (1995),4.097560975609756
Annie Hall (1977),4.14167916041979
Another Day in Paradise (1998),3.3617021276595747
Another Man's Poison (1952),4.0
Another Stakeout (1993),2.4804469273743015
Antonia's Line (Antonia) (1995),3.8764044943820224
Antz (1998),3.483720930232558
Any Given Sunday (1999),3.1262939958592133
Anywhere But Here (1999),2.950310559006211
Aparajito (1956),4.173913043478261
"Apartment, The (1960)",4.127098321342926
"Ape, The (1940)",2.1666666666666665
Apocalypse Now (1979),4.243197278911564
Apollo 13 (1995),4.073541167066347
"Apostle, The (1997)",3.7261146496815285
"Apple Dumpling Gang Rides Again, The (1979)",2.6605504587155964
"Apple Dumpling Gang, The (1975)",2.978448275862069
"Apple, The (Sib) (1998)",4.666666666666667
April Fool's Day (1986),3.0
Apt Pupil (1998),3.106951871657754
Arachnophobia (1990),3.0029261155815656
Arguing the World (1996),3.909090909090909
"Aristocats, The (1970)",3.352517985611511
Arlington Road (1999),3.504731861198738
Armageddon (1998),3.191891891891892
Armed and Dangerous (1986),2.476923076923077
Army of Darkness (1993),3.804232804232804
Around the World in 80 Days (1956),3.6022304832713754
"Arrival, The (1996)",3.1510791366906474
Arsenic and Old Lace (1944),4.168154761904762
"Art of War, The (2000)",2.7847222222222223
Artemisia (1997),3.6875
Arthur (1981),3.4269662921348316
As Good As It Gets (1997),3.9501404494382024
Ashes of Time (1994),3.75
"Asphalt Jungle, The (1950)",3.9271523178807946
Assassination (1987),2.9130434782608696
Assassins (1995),2.857142857142857
Assault on Precinct 13 (1976),3.5714285714285716
"Assignment, The (1997)",3.5918367346938775
"Associate, The (1996)",3.0
"Astronaut's Wife, The (1999)",2.442073170731707
Asylum (1972),2.823529411764706
At First Sight (1999),2.7972972972972974
Atlantic City (1980),3.8322368421052633
Attack of the Killer Tomatoes! (1980),2.6067961165048543
Audrey Rose (1977),3.18
August (1996),1.5
Auntie Mame (1958),3.835766423357664
Austin Powers: International Man of Mystery (1997),3.7103734439834026
Austin Powers: The Spy Who Shagged Me (1999),3.388423988842399
Autopsy (Macchie Solari) (1975),1.5
Autumn Sonata (Höstsonaten ) (1978),3.7333333333333334
"Autumn Tale, An (Conte d'automne) (1998)",3.8297872340425534
Autumn in New York (2000),2.128205128205128
Avalanche (1978),2.5294117647058822
"Avengers, The (1998)",1.9965277777777777
Awakenings (1990),3.7808823529411764
"Awfully Big Adventure, An (1995)",2.782608695652174
Ayn Rand: A Sense of Life (1997),4.125
B*A*P*S (1997),1.8076923076923077
B. Monkey (1998),3.473684210526316
BASEketball (1998),2.9945355191256833
Babe (1995),3.8914905768132497
Babe: Pig in the City (1998),3.2906309751434035
Babes in Toyland (1961),2.9876543209876543
Baby Geniuses (1999),1.701219512195122
"Baby, The (1973)",5.0
"Baby-Sitters Club, The (1995)",2.4285714285714284
Baby... Secret of the Lost Legend (1985),2.106194690265487
Babyfever (1994),3.0
"Babysitter, The (1995)",2.625
Bachelor Party (1984),3.138888888888889
"Bachelor, The (1999)",2.4801587301587302
Back Stage (2000),3.0
Back to School (1986),3.1497175141242937
Back to the Future (1985),3.9903213317847466
Back to the Future Part II (1989),3.3436960276338517
Back to the Future Part III (1990),3.2421602787456445
Backbeat (1993),3.525
Backdraft (1991),3.440736478711162
Bad Boys (1995),3.2955801104972378
Bad Company (1995),2.9
Bad Girls (1994),2.4269662921348316
Bad Lieutenant (1992),3.2046783625730995
Bad Moon (1996),2.0555555555555554
"Bad Seed, The (1956)",3.748031496062992
Bad Taste (1987),3.4074074074074074
Badlands (1973),4.078838174273859
Bait (2000),2.7333333333333334
"Ballad of Narayama, The (Narayama Bushiko) (1958)",3.625
"Ballad of Narayama, The (Narayama Bushiko) (1982)",3.9473684210526314
"Ballad of Ramblin' Jack, The (2000)",3.5
Balto (1995),3.2626262626262625
"Bamba, La (1987)",3.330827067669173
Bambi (1942),3.738539898132428
Bamboozled (2000),3.0520833333333335
Bananas (1971),3.836021505376344
"Band Wagon, The (1953)",3.6338028169014085
Band of the Hand (1986),2.3076923076923075
Bandit Queen (1994),3.7906976744186047
Bandits (1997),3.7777777777777777
"Bank Dick, The (1940)",3.993197278911565
Baraka (1992),3.888888888888889
Barb Wire (1996),2.03
Barbarella (1968),3.0155440414507773
Barcelona (1994),3.485576923076923
"Barefoot Executive, The (1971)",2.925
Barefoot in the Park (1967),3.5906735751295336
Barenaked in America (1999),2.90625
Barney's Great Adventure (1998),1.55
Barry Lyndon (1975),3.5502958579881656
Basic Instinct (1992),3.5419440745672435
"Basketball Diaries, The (1995)",3.541436464088398
Basquiat (1996),3.4960629921259843
Bastard Out of Carolina (1996),3.6507936507936507
"Bat Whispers, The (1930)",2.0
"Bat, The (1959)",2.625
Batman & Robin (1997),2.257425742574257
Batman (1989),3.6009783368273935
Batman Forever (1995),2.642213642213642
Batman Returns (1992),2.9767216294859358
Batman: Mask of the Phantasm (1993),3.560344827586207
Bats (1999),1.835820895522388
Battle for the Planet of the Apes (1973),2.8333333333333335
"Battle of the Sexes, The (1959)",3.75
Battlefield Earth (2000),1.6111111111111112
"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",3.97008547008547
Battling Butler (1926),3.4
Bay of Blood (Reazione a catena) (1971),1.6666666666666667
Beach Party (1963),2.6382978723404253
"Beach, The (2000)",2.702127659574468
Bean (1997),2.685
"Beans of Egypt, Maine, The (1994)",3.625
"Bear, The (1988)",3.3714285714285714
Beat the Devil (1954),3.4054054054054053
"Beautician and the Beast, The (1997)",2.4324324324324325
Beautiful (2000),2.3
Beautiful Girls (1996),3.7252747252747254
Beautiful People (1999),3.339622641509434
Beautiful Thing (1996),4.066666666666666
Beauty (1998),3.0
Beauty and the Beast (1991),3.8858490566037736
Beavis and Butt-head Do America (1996),3.04
Bed of Roses (1996),2.975
Bedknobs and Broomsticks (1971),3.479623824451411
"Bedroom Window, The (1987)",3.491228070175439
Bedrooms & Hallways (1998),3.380952380952381
Beefcake (1999),2.75
Beetlejuice (1988),3.5678929765886287
Before Sunrise (1995),3.80625
Before and After (1996),2.981132075471698
Before the Rain (Pred dozhdot) (1994),4.25
Being Human (1993),2.5172413793103448
Being John Malkovich (1999),4.125390450691656
Being There (1979),4.013536379018612
"Believers, The (1987)",2.911764705882353
Belizaire the Cajun (1986),3.4615384615384617
"Bell, Book and Candle (1958)",3.7665198237885464
Belle de jour (1967),3.7261904761904763
"Bells, The (1926)",4.5
Belly (1998),3.25
Beloved (1998),3.1346153846153846
Beloved/Friend (Amigo/Amado) (1999),4.0
Ben-Hur (1959),4.110795454545454
Beneath the Planet of the Apes (1970),2.9452054794520546
Benji (1974),2.967948717948718
Benji the Hunted (1987),2.3225806451612905
Benny & Joon (1993),3.444906444906445
Bent (1997),3.5714285714285716
Besieged (L' Assedio) (1998),3.5121951219512195
Best Laid Plans (1999),3.4523809523809526
"Best Man, The (1999)",3.036036036036036
"Best Man, The (Il Testimone dello sposo) (1997)",3.7777777777777777
Best Men (1997),2.825
"Best Years of Our Lives, The (1946)",4.122881355932203
Best in Show (2000),4.073059360730594
Best of the Best 3: No Turning Back (1995),1.6470588235294117
Betrayed (1988),3.4302325581395348
Better Living (1998),2.5
Better Living Through Circuitry (1999),3.8125
Better Off Dead... (1985),3.9216101694915255
Better Than Chocolate (1999),3.514705882352941
"Beverly Hillbillies, The (1993)",2.1923076923076925
Beverly Hills Cop III (1994),2.5056818181818183
Beverly Hills Ninja (1997),2.5474137931034484
"Bewegte Mann, Der (1994)",3.888888888888889
Beyond Rangoon (1995),3.413793103448276
Beyond Silence (1996),3.761904761904762
Beyond the Mat (2000),3.529850746268657
Beyond the Poseidon Adventure (1979),1.9411764705882353
Bhaji on the Beach (1993),3.857142857142857
Bicentennial Man (1999),2.906005221932115
"Bicycle Thief, The (Ladri di biciclette) (1948)",4.357142857142857
Big (1988),3.8558014755197854
"Big Blue, The (Le Grand Bleu) (1988)",3.6551724137931036
Big Bully (1996),1.9166666666666667
"Big Carnival, The (1951)",3.7948717948717947
"Big Chill, The (1983)",3.8747016706443915
"Big Combo, The (1955)",3.8333333333333335
"Big Country, The (1958)",3.6507936507936507
Big Daddy (1999),3.1352718078381794
"Big Green, The (1995)",2.5609756097560976
"Big Hit, The (1998)",3.0899470899470898
"Big Kahuna, The (2000)",3.3717105263157894
"Big Lebowski, The (1998)",3.7383773928896993
Big Momma's House (2000),2.4444444444444446
Big Night (1996),4.095555555555555
"Big One, The (1997)",4.0
"Big Sleep, The (1946)",4.312384473197782
"Big Squeeze, The (1996)",1.8571428571428572
"Big Tease, The (1999)",3.272727272727273
"Big Trees, The (1952)",3.25
Big Trouble in Little China (1986),3.414383561643836
Bikini Beach (1964),2.58974358974359
Billy Madison (1995),3.183098591549296
Billy's Holiday (1995),3.0
Billy's Hollywood Screen Kiss (1997),3.6710526315789473
Bio-Dome (1996),2.062937062937063
Bird on a Wire (1990),2.5842105263157893
"Birdcage, The (1996)",3.5498533724340176
"Birds, The (1963)",3.882673942701228
Birdy (1984),3.8565022421524664
Bitter Moon (1992),3.1739130434782608
Bitter Sugar (Azucar Amargo) (1996),3.272727272727273
Bittersweet Motel (2000),5.0
Black Beauty (1994),3.3617021276595747
"Black Cat, White Cat (Crna macka, beli macor) (1998)",3.869565217391304
"Black Cauldron, The (1985)",3.165
Black Dog (1998),2.3137254901960786
"Black Hole, The (1979)",2.772881355932203
Black Mask (Hak hap) (1996),3.0757575757575757
"Black Sabbath (Tre Volti Della Paura, I) (1963)",3.2857142857142856
Black Sheep (1996),2.9427083333333335
Black Sunday (La Maschera Del Demonio) (1960),2.25
Black Tar Heroin: The Dark End of the Street (1999),3.5
Black and White (1999),2.847826086956522
Blackbeard's Ghost (1968),3.1052631578947367
Blackmail (1929),3.090909090909091
Blade (1998),3.477132262051916
Blade Runner (1982),4.273333333333333
"Blair Witch Project, The (1999)",3.0315278900565885
Blame It on Rio (1984),2.716417910447761
Blank Check (1994),2.21875
Blast from the Past (1999),3.363888888888889
Blazing Saddles (1974),4.047363717605005
Bless the Child (2000),2.6666666666666665
Blind Date (1987),2.6714285714285713
Blink (1994),3.1228070175438596
Bliss (1997),2.9
"Blob, The (1958)",3.136094674556213
Blood & Wine (1997),3.4
Blood Beach (1981),1.7142857142857142
Blood Feast (1963),2.6
Blood For Dracula (Andy Warhol's Dracula) (1974),2.6666666666666665
"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)",2.9642857142857144
Blood Simple (1984),4.218152866242038
"Blood Spattered Bride, The (La Novia Ensangrentada) (1972)",1.0
Blood and Sand (Sangre y Arena) (1989),3.0
Blood on the Sun (1945),3.5
"Blood, Guts, Bullets and Octane (1998)",2.4285714285714284
Bloodsport (1988),3.225225225225225
Bloodsport 2 (1995),2.0425531914893615
"Bloody Child, The (1996)",1.0
Blow-Out (La Grande Bouffe) (1973),3.78
Blown Away (1994),3.1085972850678734
Blowup (1966),3.8089430894308944
"Blue Angel, The (Blaue Engel, Der) (1930)",3.94
Blue Chips (1994),2.6
Blue Collar (1978),3.5714285714285716
Blue Hawaii (1961),2.8264462809917354
"Blue Lagoon, The (1980)",2.332369942196532
Blue Sky (1994),3.6095238095238096
Blue Streak (1999),3.2578125
Blue Velvet (1986),3.7629969418960245
Blue in the Face (1995),3.5606060606060606
Bluebeard (1944),4.0
Blues Brothers 2000 (1998),2.4304347826086956
"Blues Brothers, The (1980)",3.9395973154362416
"Boat, The (Das Boot) (1981)",4.302697302697303
Bob Roberts (1992),3.7349397590361444
Body Heat (1981),4.031746031746032
Body Parts (1991),2.2363636363636363
Body Shots (1999),2.189189189189189
"Body Snatcher, The (1945)",3.5625
Body Snatchers (1993),3.0817843866171004
"Bodyguard, The (1992)",2.8594249201277955
Bogus (1996),2.5813953488372094
Boiler Room (2000),3.4593220338983053
Boiling Point (1993),2.622950819672131
"Bone Collector, The (1999)",3.3765625
Bonfire of the Vanities (1990),2.3728813559322033
"Bonheur, Le (1965)",3.6666666666666665
Bonnie and Clyde (1967),4.096209912536443
Boogie Nights (1997),3.769503546099291
Boomerang (1992),2.768041237113402
"Boondock Saints, The (1999)",3.619565217391304
Bootmen (2000),2.111111111111111
Booty Call (1997),2.5625
Born American (1986),3.8
Born Yesterday (1950),4.03954802259887
Born to Win (1971),2.5
"Borrowers, The (1997)",3.0451977401129944
Bossa Nova (1999),3.4
Bottle Rocket (1996),3.869565217391304
Bound (1996),3.8234265734265733
Bound for Glory (1976),3.7083333333333335
Bowfinger (1999),3.2620320855614975
Boxing Helena (1993),2.3674698795180724
"Boy Called Hate, A (1995)",3.0
"Boy Who Could Fly, The (1986)",3.25
Boys (1996),1.6
Boys Don't Cry (1999),4.014117647058823
Boys Life (1995),3.6391752577319587
Boys Life 2 (1997),3.4
Boys and Girls (2000),2.5974025974025974
"Boys from Brazil, The (1978)",3.661764705882353
"Boys of St. Vincent, The (1993)",4.054054054054054
Boys on the Side (1995),3.128205128205128
"Boys, The (1997)",2.1818181818181817
Braddock: Missing in Action III (1988),2.1604938271604937
"Brady Bunch Movie, The (1995)",2.9066985645933014
"Brain That Wouldn't Die, The (1962)",2.5357142857142856
Braindead (1992),3.357142857142857
Bram Stoker's Dracula (1992),3.34375
"Brandon Teena Story, The (1998)",4.040816326530612
Brassed Off (1996),3.542016806722689
Braveheart (1995),4.234957020057307
Brazil (1985),4.097480832420591
Bread and Chocolate (Pane e cioccolata) (1973),4.044776119402985
Breakdown (1997),3.42090395480226
Breaker Morant (1980),4.102777777777778
"Breakfast Club, The (1985)",3.8797920727745288
Breakfast at Tiffany's (1961),3.908284023668639
Breakfast of Champions (1999),2.9814814814814814
Breaking Away (1979),4.0807692307692305
Breaking the Waves (1996),3.8239700374531833
Breathless (1983),2.7674418604651163
Brenda Starr (1989),1.1666666666666667
Bride of Chucky (1998),2.36734693877551
Bride of Frankenstein (1935),3.912037037037037
Bride of Re-Animator (1990),2.8923076923076922
Bride of the Monster (1956),2.8028169014084505
"Bridge at Remagen, The (1969)",3.5535714285714284
"Bridge on the River Kwai, The (1957)",4.386993603411514
"Bridges of Madison County, The (1995)",3.2325581395348837
Brief Encounter (1946),4.08080808080808
Brighton Beach Memoirs (1986),3.4355555555555557
Bring It On (2000),3.2735042735042734
Bringing Out the Dead (1999),3.0718132854578095
Bringing Up Baby (1938),4.169491525423729
Broadcast News (1987),3.747782002534854
Broadway Damage (1997),3.5
"Broadway Melody, The (1929)",3.1875
Brokedown Palace (1999),2.888888888888889
Broken Arrow (1996),2.876175548589342
Broken English (1996),3.3333333333333335
"Broken Hearts Club, The (2000)",3.3285714285714287
Broken Vessels (1998),3.0
Bronco Billy (1980),2.8238636363636362
"Bronx Tale, A (1993)",3.931558935361217
Brother Minister: The Assassination of Malcolm X (1994),3.75
"Brother from Another Planet, The (1984)",3.5853658536585367
"Brother's Kiss, A (1997)",2.5
"Brother, Can You Spare a Dime? (1975)",3.7333333333333334
"Brothers McMullen, The (1995)",3.392609699769053
Brothers in Trouble (1995),2.0
Brown's Requiem (1998),2.6666666666666665
"Browning Version, The (1994)",3.5588235294117645
Buck and the Preacher (1972),2.6666666666666665
Buddy (1997),2.8333333333333335
"Buddy Holly Story, The (1978)",3.6884422110552766
Buena Vista Social Club (1999),4.056521739130435
Buffalo 66 (1998),3.505649717514124
Buffy the Vampire Slayer (1992),3.091796875
"Bug's Life, A (1998)",3.854374633000587
Bull Durham (1988),3.837442922374429
Bulletproof (1996),2.9423076923076925
Bullets Over Broadway (1994),3.698901098901099
Bulworth (1998),3.4352409638554215
Burglar (1987),2.4545454545454546
Burnt By the Sun (Utomlyonnye solntsem) (1994),4.056910569105691
Burnt Offerings (1976),2.849056603773585
Bushwhacked (1995),1.9285714285714286
Bustin' Loose (1981),2.9183673469387754
But I'm a Cheerleader (1999),3.25
Butch Cassidy and the Sundance Kid (1969),4.215644820295983
"Butcher Boy, The (1998)",3.503225806451613
"Butcher's Wife, The (1991)",2.871794871794872
Butterfly (La Lengua de las Mariposas) (2000),3.8550724637681157
Butterfly Kiss (1995),3.25
"Bye Bye, Love (1995)",3.0
Bye-Bye (1995),4.0
Cabaret (1972),3.9029345372460496
Cabaret Balkan (Bure Baruta) (1998),3.5454545454545454
Cabin Boy (1994),2.379679144385027
"Cabinet of Dr. Ramirez, The (1991)",3.5
"Cable Guy, The (1996)",2.72987012987013
Caddyshack (1980),3.8469493278179936
Calendar Girl (1993),2.4166666666666665
Caligula (1980),2.5842696629213484
"Callejón de los milagros, El (1995)",4.5
Can't Hardly Wait (1998),3.238562091503268
Canadian Bacon (1994),2.732620320855615
"Candidate, The (1972)",3.7012987012987013
Candleshoe (1977),3.537037037037037
Candyman (1992),2.904580152671756
Candyman: Farewell to the Flesh (1995),2.225806451612903
Cape Fear (1962),3.9224376731301938
Cape Fear (1991),3.671033478893741
Captain Horatio Hornblower (1951),3.7523809523809524
Captives (1994),3.5
Career Girls (1997),3.46875
Careful (1992),3.533333333333333
Carlito's Way (1993),3.6910569105691056
Carmen (1984),4.166666666666667
Carmen Miranda: Bananas Is My Business (1994),3.0
Carnal Knowledge (1971),3.6325301204819276
Carnival of Souls (1962),3.4766355140186915
Carnosaur (1993),1.7272727272727273
Carnosaur 2 (1995),1.4615384615384615
Carnosaur 3: Primal Species (1996),1.0588235294117647
Carpool (1996),2.2083333333333335
Carrie (1976),3.6049382716049383
Carried Away (1996),2.857142857142857
"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",1.6666666666666667
Carrington (1995),3.3142857142857145
Casablanca (1942),4.412822049131217
Casino (1995),3.7932551319648096
Casper (1995),2.9806949806949805
"Castaway Cowboy, The (1974)",4.0
Castle Freak (1995),1.8214285714285714
"Castle, The (1997)",3.891304347826087
Cat Ballou (1965),3.6678571428571427
Cat People (1982),3.1839080459770117
"Cat from Outer Space, The (1978)",2.904040404040404
Cat on a Hot Tin Roof (1958),4.047970479704797
Cat's Eye (1985),2.9012345679012346
