"$1,000,000 Duck (1971)",F,3.375
"$1,000,000 Duck (1971)",M,2.761904761904762
'Night Mother (1986),F,3.388888888888889
'Night Mother (1986),M,3.3529411764705883
'Til There Was You (1997),F,2.675675675675676
'Til There Was You (1997),M,2.7333333333333334
"'burbs, The (1989)",F,2.7934782608695654
"'burbs, The (1989)",M,2.962085308056872
...And Justice for All (1979),F,3.8285714285714287
...And Justice for All (1979),M,3.6890243902439024
1-900 (1994),F,2.0
1-900 (1994),M,3.0
10 Things I Hate About You (1999),F,3.646551724137931
10 Things I Hate About You (1999),M,3.3119658119658117
101 Dalmatians (1961),F,3.7914438502673797
101 Dalmatians (1961),M,3.5
101 Dalmatians (1996),F,3.24
101 Dalmatians (1996),M,2.911214953271028
12 Angry Men (1957),F,4.184397163120567
12 Angry Men (1957),M,4.328421052631579
"13th Warrior, The (1999)",F,3.112
"13th Warrior, The (1999)",M,3.168
187 (1997),F,2.4285714285714284
187 (1997),M,2.7916666666666665
2 Days in the Valley (1996),F,3.488888888888889
2 Days in the Valley (1996),M,3.2448132780082988
20 Dates (1998),F,2.6206896551724137
20 Dates (1998),M,2.918181818181818
"20,000 Leagues Under the Sea (1954)",F,3.670103092783505
"20,000 Leagues Under the Sea (1954)",M,3.709205020920502
200 Cigarettes (1999),F,3.1690140845070425
200 Cigarettes (1999),M,2.7
2001: A Space Odyssey (1968),F,3.8255813953488373
2001: A Space Odyssey (1968),M,4.129737609329446
2010 (1984),F,3.4468085106382977
2010 (1984),M,3.41371158392435
24 7: Twenty Four Seven (1997),F,5.0
24 7: Twenty Four Seven (1997),M,3.75
24-hour Woman (1998),F,2.0
24-hour Woman (1998),M,1.6
28 Days (2000),F,3.2094240837696337
28 Days (2000),M,2.977707006369427
3 Ninjas: High Noon On Mega Mountain (1998),F,1.4
3 Ninjas: High Noon On Mega Mountain (1998),M,1.3513513513513513
3 Strikes (2000),M,2.75
"301, 302 (1995)",F,3.0
"301, 302 (1995)",M,2.857142857142857
"39 Steps, The (1935)",F,3.9655172413793105
"39 Steps, The (1935)",M,4.107692307692307
"400 Blows, The (Les Quatre cents coups) (1959)",F,4.48936170212766
"400 Blows, The (Les Quatre cents coups) (1959)",M,4.264285714285714
42 Up (1998),F,3.966666666666667
42 Up (1998),M,4.362068965517241
52 Pick-Up (1986),F,3.3043478260869565
52 Pick-Up (1986),M,3.299145299145299
54 (1998),F,2.7017543859649122
54 (1998),M,2.782178217821782
"7th Voyage of Sinbad, The (1958)",F,3.409090909090909
"7th Voyage of Sinbad, The (1958)",M,3.6588785046728973
8 1/2 (1963),F,4.096153846153846
8 1/2 (1963),M,4.107954545454546
8 1/2 Women (1999),F,2.857142857142857
8 1/2 Women (1999),M,2.4047619047619047
8 Heads in a Duffel Bag (1997),F,2.310344827586207
8 Heads in a Duffel Bag (1997),M,2.3189655172413794
8 Seconds (1994),F,3.269230769230769
8 Seconds (1994),M,3.347826086956522
8MM (1999),F,2.90625
8MM (1999),M,2.8509615384615383
A Chef in Love (1996),F,3.4285714285714284
A Chef in Love (1996),M,3.6470588235294117
Abbott and Costello Meet Frankenstein (1948),F,3.3658536585365852
Abbott and Costello Meet Frankenstein (1948),M,3.4606060606060605
"Abominable Snowman, The (1957)",F,2.0
"Abominable Snowman, The (1957)",M,2.75
About Adam (2000),F,3.5
About Adam (2000),M,2.8333333333333335
About Last Night... (1986),F,3.188679245283019
About Last Night... (1986),M,3.140909090909091
Above the Rim (1994),F,3.1666666666666665
Above the Rim (1994),M,3.0
"Absent Minded Professor, The (1961)",F,3.4693877551020407
"Absent Minded Professor, The (1961)",M,3.4468085106382977
Absolute Power (1997),F,3.4691358024691357
Absolute Power (1997),M,3.3277591973244145
"Abyss, The (1989)",F,3.659235668789809
"Abyss, The (1989)",M,3.689507494646681
Ace Ventura: Pet Detective (1994),F,3.0
Ace Ventura: Pet Detective (1994),M,3.1979166666666665
Ace Ventura: When Nature Calls (1995),F,2.269662921348315
Ace Ventura: When Nature Calls (1995),M,2.5433333333333334
Aces: Iron Eagle III (1992),F,1.0909090909090908
Aces: Iron Eagle III (1992),M,1.6929824561403508
"Acid House, The (1998)",F,4.0
"Acid House, The (1998)",M,2.2
Across the Sea of Time (1995),F,4.333333333333333
Across the Sea of Time (1995),M,3.0
Action Jackson (1988),F,2.263157894736842
Action Jackson (1988),M,2.253012048192771
"Actor's Revenge, An (Yukinojo Henge) (1963)",F,3.0
"Actor's Revenge, An (Yukinojo Henge) (1963)",M,3.3333333333333335
Addams Family Values (1993),F,3.0
Addams Family Values (1993),M,2.878531073446328
"Addams Family, The (1991)",F,3.1861702127659575
"Addams Family, The (1991)",M,3.1634980988593155
Addicted to Love (1997),F,3.0476190476190474
Addicted to Love (1997),M,3.1578947368421053
"Addiction, The (1995)",F,2.9523809523809526
"Addiction, The (1995)",M,3.0208333333333335
Adrenalin: Fear the Rush (1996),F,2.0
Adrenalin: Fear the Rush (1996),M,1.5
Adventures in Babysitting (1987),F,3.45578231292517
Adventures in Babysitting (1987),M,3.2081218274111674
"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",F,3.3085106382978724
"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",M,3.402321083172147
"Adventures of Elmo in Grouchland, The (1999)",F,2.8333333333333335
"Adventures of Elmo in Grouchland, The (1999)",M,1.9047619047619047
"Adventures of Milo and Otis, The (1986)",F,3.5238095238095237
"Adventures of Milo and Otis, The (1986)",M,3.2718446601941746
"Adventures of Pinocchio, The (1996)",F,3.0
"Adventures of Pinocchio, The (1996)",M,2.8684210526315788
"Adventures of Priscilla, Queen of the Desert, The (1994)",F,3.989071038251366
"Adventures of Priscilla, Queen of the Desert, The (1994)",M,3.6888111888111887
"Adventures of Robin Hood, The (1938)",F,4.166666666666667
"Adventures of Robin Hood, The (1938)",M,3.9183673469387754
"Adventures of Rocky and Bullwinkle, The (2000)",F,2.4318181818181817
"Adventures of Rocky and Bullwinkle, The (2000)",M,2.5123456790123457
"Adventures of Sebastian Cole, The (1998)",F,3.642857142857143
"Adventures of Sebastian Cole, The (1998)",M,3.4210526315789473
"Affair of Love, An (Une Liaison Pornographique) (1999)",F,3.8421052631578947
"Affair of Love, An (Une Liaison Pornographique) (1999)",M,3.5
"Affair to Remember, An (1957)",F,4.1415929203539825
"Affair to Remember, An (1957)",M,3.6710526315789473
Affliction (1997),F,3.5344827586206895
Affliction (1997),M,3.642857142857143
"African Queen, The (1951)",F,4.324232081911263
"African Queen, The (1951)",M,4.223821989528796
After Life (1998),F,4.4
After Life (1998),M,4.012195121951219
Afterglow (1997),F,3.125
Afterglow (1997),M,3.0952380952380953
Against All Odds (1984),F,3.3636363636363638
Against All Odds (1984),M,3.191011235955056
"Age of Innocence, The (1993)",F,3.827067669172932
"Age of Innocence, The (1993)",M,3.3395061728395063
Agnes Browne (1999),F,3.5714285714285716
Agnes Browne (1999),M,2.923076923076923
Agnes of God (1985),F,3.5348837209302326
Agnes of God (1985),M,3.2448979591836733
Aimée & Jaguar (1999),F,3.5555555555555554
Aimée & Jaguar (1999),M,3.727272727272727
Aiqing wansui (1994),F,3.0
Air America (1990),F,2.823529411764706
Air America (1990),M,2.7411764705882353
Air Bud (1997),F,3.057142857142857
Air Bud (1997),M,2.2337662337662336
Air Bud: Golden Receiver (1998),F,2.8333333333333335
Air Bud: Golden Receiver (1998),M,1.8627450980392157
Air Force One (1997),F,3.6995884773662553
Air Force One (1997),M,3.5558223289315727
"Air Up There, The (1994)",F,3.1363636363636362
"Air Up There, The (1994)",M,2.5
Airheads (1994),F,2.450980392156863
Airheads (1994),M,2.551546391752577
Airplane II: The Sequel (1982),F,2.90625
Airplane II: The Sequel (1982),M,2.9956709956709955
Airplane! (1980),F,3.6565656565656566
Airplane! (1980),M,4.064419475655431
Airport '77 (1977),F,2.2857142857142856
Airport '77 (1977),M,2.3692307692307693
Airport (1970),F,3.2972972972972974
Airport (1970),M,3.1056338028169015
Airport 1975 (1974),F,2.8947368421052633
Airport 1975 (1974),M,2.5538461538461537
Akira (1988),F,3.511111111111111
Akira (1988),M,3.98034398034398
Aladdin (1992),F,3.857142857142857
Aladdin (1992),M,3.7564935064935066
Aladdin and the King of Thieves (1996),F,2.763888888888889
Aladdin and the King of Thieves (1996),M,2.9635036496350367
"Alan Smithee Film: Burn Hollywood Burn, An (1997)",F,1.0
"Alan Smithee Film: Burn Hollywood Burn, An (1997)",M,2.0625
"Alarmist, The (1997)",M,2.625
Alaska (1996),F,3.5238095238095237
Alaska (1996),M,3.272727272727273
Albino Alligator (1996),F,2.8823529411764706
Albino Alligator (1996),M,2.844155844155844
Algiers (1938),F,4.0
Algiers (1938),M,3.5555555555555554
Alice and Martin (Alice et Martin) (1998),F,2.6
Alice and Martin (Alice et Martin) (1998),M,3.111111111111111
Alice in Wonderland (1951),F,3.7058823529411766
Alice in Wonderland (1951),M,3.6923076923076925
Alien (1979),F,3.8882521489971347
Alien (1979),M,4.216119402985075
Alien Escape (1995),F,1.0
Alien Escape (1995),M,2.7222222222222223
Alien Nation (1988),F,3.433333333333333
Alien Nation (1988),M,3.195945945945946
Alien: Resurrection (1997),F,2.70873786407767
Alien: Resurrection (1997),M,2.997041420118343
Aliens (1986),F,3.8020833333333335
Aliens (1986),M,4.18668407310705
Alien³ (1992),F,3.0082644628099175
Alien³ (1992),M,3.04228855721393
Alive (1993),F,3.4693877551020407
Alive (1993),M,3.376865671641791
All About Eve (1950),F,4.3630573248407645
All About Eve (1950),M,4.186991869918699
All About My Mother (Todo Sobre Mi Madre) (1999),F,4.333333333333333
All About My Mother (Todo Sobre Mi Madre) (1999),M,3.944
All Dogs Go to Heaven (1989),F,2.8552631578947367
All Dogs Go to Heaven (1989),M,2.8776978417266186
All Dogs Go to Heaven 2 (1996),F,2.4
All Dogs Go to Heaven 2 (1996),M,1.92
All Over Me (1997),F,3.9166666666666665
All Over Me (1997),M,3.3333333333333335
All Quiet on the Western Front (1930),F,3.9574468085106385
All Quiet on the Western Front (1930),M,4.244343891402715
All That Jazz (1979),F,4.061855670103093
All That Jazz (1979),M,3.7181818181818183
All Things Fair (1996),M,3.3333333333333335
All the King's Men (1949),F,4.166666666666667
All the King's Men (1949),M,4.0
All the Rage (a.k.a. It's the Rage) (1999),F,3.0
All the Rage (a.k.a. It's the Rage) (1999),M,3.3636363636363638
All the Vermeers in New York (1990),F,3.3
All the Vermeers in New York (1990),M,2.8823529411764706
Allan Quartermain and the Lost City of Gold (1987),F,1.8636363636363635
Allan Quartermain and the Lost City of Gold (1987),M,2.0869565217391304
"Alley Cats, The (1968)",F,4.0
Alligator (1980),F,1.9166666666666667
Alligator (1980),M,2.2624113475177303
"Allnighter, The (1987)",F,3.0
"Allnighter, The (1987)",M,1.6666666666666667
Almost Famous (2000),F,4.2202166064981945
Almost Famous (2000),M,4.228730822873082
Almost Heroes (1998),F,2.0
Almost Heroes (1998),M,2.5918367346938775
Alphaville (1965),F,3.2857142857142856
Alphaville (1965),M,3.3684210526315788
Alvarez Kelly (1966),F,2.5
Alvarez Kelly (1966),M,3.3846153846153846
Amadeus (1984),F,4.346733668341709
Amadeus (1984),M,4.213414634146342
Amateur (1994),F,3.8461538461538463
Amateur (1994),M,3.764705882352941
"Amazing Panda Adventure, The (1995)",F,3.6
"Amazing Panda Adventure, The (1995)",M,2.0
American Beauty (1999),F,4.238900634249472
American Beauty (1999),M,4.347300564061241
American Buffalo (1996),F,2.857142857142857
American Buffalo (1996),M,3.260869565217391
American Dream (1990),F,3.75
American Dream (1990),M,3.7142857142857144
American Flyers (1985),F,3.611111111111111
American Flyers (1985),M,3.2658227848101267
American Gigolo (1980),F,3.3375
American Gigolo (1980),M,3.1069767441860465
American Graffiti (1973),F,3.9404761904761907
American Graffiti (1973),M,4.055555555555555
American History X (1998),F,4.181818181818182
American History X (1998),M,4.2407407407407405
American Movie (1999),F,4.028985507246377
American Movie (1999),M,4.008849557522124
American Pie (1999),F,3.5397923875432524
American Pie (1999),M,3.7545454545454544
American Pimp (1999),F,2.5555555555555554
American Pimp (1999),M,3.4423076923076925
American Pop (1981),F,3.2
American Pop (1981),M,3.051546391752577
"American President, The (1995)",F,3.9234828496042216
"American President, The (1995)",M,3.7186544342507646
American Psycho (2000),F,3.0852713178294575
American Psycho (2000),M,3.2534930139720557
American Strays (1996),M,2.0
"American Tail, An (1986)",F,3.6492537313432836
"American Tail, An (1986)",M,3.3185185185185184
"American Tail: Fievel Goes West, An (1991)",F,2.904109589041096
"American Tail: Fievel Goes West, An (1991)",M,2.7890625
"American Werewolf in London, An (1981)",F,3.548076923076923
"American Werewolf in London, An (1981)",M,3.8
"American Werewolf in Paris, An (1997)",F,2.814814814814815
"American Werewolf in Paris, An (1997)",M,2.7393364928909953
"American in Paris, An (1951)",F,3.931972789115646
"American in Paris, An (1951)",M,3.7908163265306123
Amistad (1997),F,3.6704545454545454
Amistad (1997),M,3.7338403041825097
Amityville 1992: It's About Time (1992),F,1.8
Amityville 1992: It's About Time (1992),M,1.7037037037037037
Amityville 3-D (1983),F,1.375
Amityville 3-D (1983),M,1.3714285714285714
"Amityville Curse, The (1990)",F,1.6666666666666667
"Amityville Curse, The (1990)",M,1.894736842105263
"Amityville Horror, The (1979)",F,2.9078947368421053
"Amityville Horror, The (1979)",M,2.946236559139785
Amityville II: The Possession (1982),F,1.5555555555555556
Amityville II: The Possession (1982),M,2.2127659574468086
Amityville: A New Generation (1993),F,2.0
Amityville: A New Generation (1993),M,1.5789473684210527
Amityville: Dollhouse (1996),F,2.0
Amityville: Dollhouse (1996),M,1.5625
Among Giants (1998),F,4.666666666666667
Among Giants (1998),M,3.3333333333333335
Amos & Andrew (1993),F,2.6315789473684212
Amos & Andrew (1993),M,2.806451612903226
An Unforgettable Summer (1994),M,3.0
Anaconda (1997),F,2.0
Anaconda (1997),M,2.248447204968944
Analyze This (1999),F,3.3392857142857144
Analyze This (1999),M,3.4151785714285716
Anastasia (1997),F,3.8
Anastasia (1997),M,3.281609195402299
Anatomy (Anatomie) (2000),F,3.0
Anatomy (Anatomie) (2000),M,2.5714285714285716
Anatomy of a Murder (1959),F,4.3061224489795915
Anatomy of a Murder (1959),M,4.206666666666667
Anchors Aweigh (1945),F,3.702127659574468
Anchors Aweigh (1945),M,3.5714285714285716
And God Created Woman (1988),F,2.3333333333333335
And God Created Woman (1988),M,2.392857142857143
And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),F,3.5555555555555554
And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),M,3.3157894736842106
And Now for Something Completely Different (1971),F,4.325581395348837
And Now for Something Completely Different (1971),M,4.093150684931507
And the Band Played On (1993),F,4.137254901960785
And the Band Played On (1993),M,3.841666666666667
And the Ship Sails On (E la nave va) (1984),F,4.0
And the Ship Sails On (E la nave va) (1984),M,3.1666666666666665
Andre (1994),F,3.1666666666666665
