Id,Predicted
0,0.06401959819555886
1,0.35341762625346534
2,0.14260631308754526
3,0.48916476064181497
4,0.3748758931987578
5,0.15258346459860386
6,0.06880472986795773
7,0.07856267909303565
8,0.8395127559446228
9,0.6925123471693239
10,0.6553906601269155
11,0.07811541452786526
12,0.12033458912806409
13,0.830837455135915
14,0.3950209778964052
15,0.10535819448037198
16,0.9037946730284631
17,0.287939452934625
18,0.28510188572582834
19,0.16718446311127289
20,0.055330281014597575
21,0.8000298041593598
22,0.8789371486645423
23,0.6746040190942479
24,0.07655481802964154
25,0.7656517987241642
26,0.3455655319837986
27,0.05686237556125281
28,0.8540975575612467
29,0.08632527165267379
30,0.20682801795991618
31,0.06658946441326287
32,0.14595910493799907
33,0.05277122104593545
34,0.6652742766232993
35,0.22963286450614495
36,0.4466530641335006
37,0.20434872541094287
38,0.8099956802822408
39,0.22067776471741318
40,0.07349840579943694
41,0.09847757131790208
42,0.05728103543086613
43,0.564523355901626
44,0.6296792399877266
45,0.06835499530356544
46,0.09435638447792367
47,0.909943719051897
48,0.061308031606297234
49,0.13556077415144863
50,0.050890634717026643
51,0.8452296587572651
52,0.255924793514863
53,0.6520744864145201
54,0.8109553601868889
55,0.05564399727748125
56,0.7254641919837408
57,0.2756782700886363
58,0.8622328604120839
59,0.8247537997409022
60,0.10772026580277035
61,0.8011378890822258
62,0.7812766301133645
63,0.6994855031634524
64,0.055224585623437884
65,0.2834130577056467
66,0.5033764261406277
67,0.15186510433947417
68,0.12073823053211556
69,0.06584914512294543
70,0.6547703280370678
71,0.20299193762491272
72,0.7928872645711249
73,0.08679014590518078
74,0.8155521111345834
75,0.05430013019319384
76,0.06509841601363753
77,0.10354586100463582
78,0.3113235774378178
79,0.0786788359766075
80,0.6717609343740054
81,0.1366849224098032
82,0.6621045365345253
83,0.1593225522628771
84,0.05483206693311188
85,0.2506709630298005
86,0.05869912790004729
87,0.46623729475030135
88,0.49466632520426806
89,0.6442226571582282
90,0.5387668808528175
91,0.07297701069922685
92,0.08107212901995867
93,0.7521889017635486
94,0.456824629870975
95,0.1619389814588383
96,0.12323222513273784
97,0.08348088570789602
98,0.0561990775033598
99,0.15377457492422988
100,0.7124562554416949
101,0.8820564720303444
102,0.43461989584704824
103,0.08334652336981638
104,0.8537179449326912
105,0.4672624050355335
106,0.06503961011856876
107,0.07978751213195683
108,0.08218694339610576
109,0.20579287750484257
110,0.47475278111084906
111,0.07277455046450595
112,0.7754498040455268
113,0.8564635853087503
114,0.7089987621857298
115,0.09242468458918013
116,0.15459785109511776
117,0.05252760452436409
118,0.049698726349482636
119,0.10865754929494542
120,0.12293666085656194
121,0.27042322283996995
122,0.24044756933285627
123,0.46642070430547067
124,0.10414441959344804
